imdb_title_identifier,domestic_gross,international_gross,worldwide_gross,name
tt0462504,5490423,1686720,7177143,Rescue Dawn
tt0462519,17807569,6140116,23947685,School for Scoundrels
tt0462538,183135014,343936008,527071022,The Simpsons Movie
tt0462579,83354,0,83354,The Treatment
tt0462590,65328121,48866726,114194847,Step Up
tt0462683,7704,2534873,2542577,The Man of My Life
tt0462757,6533,0,6533,The Aggressives
tt0463027,15233,0,15233,Descent
tt0463034,75628110,54803258,130431368,"You, Me and Dupree"
tt0463345,2808241,5683937,8492178,La mujer de mi hermano
tt0463486,80550,8903082,8983632,Comedy of Power
tt0463854,28638916,35599524,64238440,28 Weeks Later
tt0463903,1365,47078,48443,Be with Me
tt0463985,62514415,95953877,158468292,The Fast and the Furious: Tokyo Drift
tt0463998,36605602,6485139,43090741,Freedom Writers
tt0464022,8419,193622,202041,Glastonbury
tt0464029,43460,776710,820170,Esma's Secret - Grbavica
tt0464049,2706659,10695293,13401952,The History Boys
tt0464061,3567,0,3567,I'm Reed Fish
tt0464098,8125,0,8125,Loren Cass
tt0464105,36608,19295,55903,Man Push Cart
tt0464141,7161284,71477703,78638987,The Orphanage
tt0464154,25003155,58185010,83188165,Piranha 3D
tt0464160,334618,608287,942905,Chup Chup Ke
tt0464184,72244,2921088,2993332,Samoan Wedding
tt0464196,137221,5377942,5515163,Severance
tt0464216,2996,0,2996,Stolen Childhoods
tt0464913,303543,22738078,23041621,"OSS 117: Cairo, Nest of Spies"
tt0465142,7191830,9266629,16458459,American Dreamz
tt0465188,1070769,6155251,7226020,Golden Door
tt0465203,50057,2677914,2727971,Them
tt0465234,219964115,237400485,457364600,National Treasure: Book of Secrets
tt0465407,72210,50,72260,Eye of the Dolphin
tt0465436,50715,1124864,1175579,December Boys
tt0465440,7506,0,7506,Disappearances
tt0465494,39687694,60278098,99965792,Hitman
tt0465502,19528602,11218902,30747504,Igor
tt0465538,49033882,43957953,92991835,Michael Clayton
tt0465551,17510118,32242273,49752391,Notes on a Scandal
tt0465580,31811527,17047091,48858618,Push
tt0465600,30353,0,30353,Shanghai Red
tt0465602,12807139,13205133,26012272,Shoot 'Em Up
tt0465624,22530295,38454311,60984606,My Super Ex-Girlfriend
tt0466342,48548426,36247230,84795656,Date Movie
tt0466399,283654,3076376,3360030,Ten Canoes
tt0466403,5420,0,5420,Unnatural & Accidental
tt0466460,26472,13722,40194,Khosla Ka Ghosla!
tt0466665,13737,0,13737,The Architect
tt0466816,60641,2089158,2149799,Hallam Foe
tt0466856,21170563,0,21170563,ATL
tt0466893,46495,518369,564864,Margaret
tt0466909,54607383,64891526,119498909,The Omen
tt0466943,45410,0,45410,Randy and the Mob
tt0467017,68542,1581656,1650198,Talento de barrio
tt0467110,43760605,21509872,65270477,Underdog
tt0467197,40689393,44727512,85416905,Max Payne
tt0467200,26814957,50898909,77713866,The Other Boleyn Girl
tt0467406,143495265,87916319,231411584,Juno
tt0468094,326876,1182112,1508988,The Road to Guantanamo
tt0468442,84689,0,84689,51 Birch Street
tt0468463,11001,0,11001,The Conrad Boys
tt0468489,2697938,1962543,4660481,Half Nelson
tt0468492,2201923,87229967,89431890,The Host
tt0468526,255923,45124,301047,Old Joy
tt0468528,15504,0,15504,One Bright Shining Moment
tt0468548,48896,0,48896,The Situation
tt0468565,2912606,6967365,9879971,Tsotsi
tt0468569,534858444,469700000,1004558444,The Dark Knight
tt0468580,6529,0,6529,We Go Way Back
tt0468777,504,0,504,Canary
tt0469021,153426,9573673,9727099,Alan Partridge
tt0469263,11003643,127246,11130889,The Astronaut Farmer
tt0469494,40222514,35959031,76181545,There Will Be Blood
tt0469589,116944,0,116944,Sir! No Sir!
tt0469623,3287315,5260418,8547733,Things We Lost in the Fire
tt0469641,70278893,92691347,162970240,World Trade Center
tt0469686,21504,3019,24523,Dreaming Lhasa
tt0469754,51548,3059847,3111395,The Boss of It All
tt0469897,66517,0,66517,Diggers
tt0469903,9793406,14718,9808124,The Express
tt0469966,103318,0,103318,Rolling
tt0469976,8064,0,8064,Spinning Into Butter
tt0470679,12636,0,12636,August
tt0470702,5428,0,5428,Fratricide
tt0470705,7025810,1033330,8059140,Bug
tt0470737,26875,0,26875,The Dukes
tt0470752,25442958,11426456,36869414,Ex Machina
tt0470765,5549923,375714,5925637,For Your Consideration
tt0470869,111551,207309,318860,Neal 'N' Nikki
tt0471030,154892,973453,1128345,Red Road
tt0471042,78046570,74884053,152930623,Tower Heist
tt0472033,31749894,16678169,48428063,9
tt0472043,50866635,69787702,120654337,Apocalypto
tt0472050,53760,0,53760,Bart Got a Room
tt0472062,66661095,51814126,118475221,Charlie Wilson's War
tt0472071,5665,8388974,8394639,Death Defying Acts
tt0472113,27177,0,27177,Iron Island
tt0472126,32788,0,32788,Local Color
tt0472160,10011996,11144274,21156270,Penelope
tt0472181,142614158,421135165,563749323,The Smurfs
tt0472186,24216,27505,51721,The Strange Case of Dr. Jekyll and Mr. Hyde
tt0472198,36843682,7528069,44371751,Notorious
tt0472200,119290,0,119290,Valley of the Heart's Delight
tt0472210,27344,0,27344,Who Gets to Call It Art?
tt0472259,10787,833590,844377,Alone with Her
tt0472268,171817,1087083,1258900,The Flying Scotsman
tt0472399,29121498,47008144,76129642,The Mechanic
tt0472562,594,0,594,Shake Hands with the Devil
tt0473015,8719,0,8719,Closing Escrow
tt0473024,7009668,0,7009668,Crossover
tt0473037,21967,0,21967,Giuliani Time
tt0473075,90759676,245606000,336365676,Prince of Persia: The Sands of Time
tt0473102,1037071,2841922,3878993,The Perfect Game
tt0473174,4412,0,4412,Coffee Date
tt0473181,9258,11171,20429,Crossing the Line
tt0473308,19074800,3104630,22179430,Waitress
tt0473360,225067,7639838,7864905,Goal II: Living the Dream
tt0473367,604037,19248749,19852786,Jaane Tu... Ya Jaane Na
tt0473434,241772,455203,696975,49 Up
tt0473444,6566773,72002204,78568977,Curse of the Golden Flower
tt0473488,517809,1517659,2035468,A Guide to Recognizing Your Saints
tt0473500,7196,0,7196,Kettle of Fish
tt0473692,1904606,297327,2201933,Neil Young: Heart of Gold
tt0473700,1066555,0,1066555,September Dawn
tt0473705,37017955,50794416,87812371,State of Play
tt0473709,265198,0,265198,The TV Set
tt0473753,202647,9792521,9995168,Angel-A
tt0474361,33312,15214,48526,Sisters in Law
tt0474622,38605,1020487,1059092,Family Law
tt0475169,121390,673833,795223,13 Tzameti
tt0475224,10921,292946,303867,Belle toujours
tt0475241,3139,34642,37781,Khadak
tt0475255,5383,0,5383,Dog Days of Summer
tt0475276,31483450,44802646,76286096,United 93
tt0475290,30498085,33149571,63647656,"Hail, Caesar!"
tt0475298,25900,0,25900,Hood of Horror
tt0475333,1496,0,1496,Making Grace
tt0475355,7057600,37050,7094650,Pride
tt0475390,1236953,1533343,2770296,The Wedding Weekend
tt0475394,35787686,21316209,57103895,Smokin' Aces
tt0475420,204956,0,204956,The Untold Story of Emmett Louis Till
tt0475750,139059,25425414,25564473,Typhoon
tt0475937,1331137,2822441,4153578,The Abandoned
tt0475944,23380495,14216976,37597471,The Covenant
tt0475984,167396,240278,407674,Mister Lonely
tt0475998,12981269,173822,13155091,The Pirates Who Don't Do Anything: A VeggieTales Movie
tt0476053,22918,0,22918,Ambrose Bierce: Civil War Stories
tt0476550,163756,2753072,2916828,God Tussi Great Ho
tt0476643,157121,872805,1029926,The Bubble
tt0476805,204612,549397,754009,Malamaal Weekly
tt0476884,292794,0,292794,Taxi No. 9 2 11: Nau Do Gyarah
tt0476964,36793804,32993590,69787394,The Brave One
tt0476991,123789,0,123789,Were the World Mine
tt0476995,13932383,3366768,17299151,Firehouse Dog
tt0476999,5715,0,5715,Fraulein
tt0477002,5532,0,5532,Gogol Bordello Non-Stop
tt0477051,95673607,63639954,159313561,Norbit
tt0477071,47852604,36294228,84146832,Premonition
tt0477078,714943,44733,759676,Rocket Science
tt0477080,81562942,86242524,167805466,Unstoppable
tt0477095,216839,1513208,1730047,Starter for 10
tt0477139,446165,7861,454026,Wristcutters: A Love Story
tt0477302,31847881,23400000,55247881,Extremely Loud & Incredibly Close
tt0477347,250863268,323617573,574480841,Night at the Museum
tt0477348,74283625,97343541,171627166,No Country for Old Men
tt0477392,252539,0,252539,Broken Bridges
tt0477731,16675,47778,64453,Syndromes and a Century
tt0477877,8340,7709977,7718317,Summer in Berlin
tt0478049,1109146,298919,1408065,The U.S. vs. John Lennon
tt0478087,81159365,76767975,157927340,21
tt0478116,12185,0,12185,China Blue
tt0478126,15213,0,15213,Cthulhu
tt0478134,6777741,22764049,29541790,In the Valley of Elah
tt0478160,790452,4066655,4857107,Into Great Silence
tt0478166,445374,1072,446446,The Heart of the Game
tt0478197,1044254,354170,1398424,Leonard Cohen: I'm Your Man
tt0478213,737,0,737,A New Day in Old Sana'a
tt0478262,102171,0,102171,Return with Honor: A Missionary Homecoming
tt0478304,13303319,41000000,54303319,The Tree of Life
tt0478311,148768917,70307601,219076518,Knocked Up
tt0478331,2214,0,2214,Workingman's Death
tt0478338,20177,20154,40331,Zizek!
tt0478366,209478,0,209478,The Journals of Knud Rasmussen
tt0478829,187480,5892076,6079556,Vitus
tt0478970,180202163,339109802,519311965,Ant-Man
tt0478999,20931,46179,67110,Close to Home
tt0479042,8593,0,8593,G.I. Jesus
tt0479044,70219,0,70219,Crips and Bloods: Made in America
tt0479046,48752,169692,218444,Ghosts of Citï¿½ï¿½ï¿½
tt0479073,15100,0,15100,El inmigrante
tt0479074,5114,174329,179443,The Inner Life of Martin Frost
tt0479140,14059,0,14059,Ripple Effect
tt0479143,70270943,85450189,155721132,Rocky Balboa
tt0479162,7202,0,7202,Special
tt0479289,11931,0,11931,The Go-Getter
tt0479354,2370,761372,763742,Chronicle of an Escape
tt0479409,2493,0,2493,Herbie Hancock: Possibilities
tt0479468,1252100,239858,1491958,Gonzo: The Life and Work of Dr. Hunter S. Thompson
tt0479500,25612520,5054410,30666930,Nancy Drew
tt0479506,28041,10650,38691,The Blossoming of Maximo Oliveros
tt0479528,10452,4613118,4623570,Rogue
tt0479537,418296,801762,1220058,Seraphim Falls
tt0479547,269994,24242,294236,Surfwise
tt0479647,12665721,69405,12735126,Bon Cop Bad Cop
tt0479884,27838408,15092633,42931041,Crank
tt0479943,27073,0,27073,"Leaving Home, Coming Home: A Portrait of Robert Frank"
tt0479952,180010950,423889404,603900354,Madagascar: Escape 2 Africa
tt0479965,24425,0,24425,Off the Black
tt0479968,26890041,18957710,45847751,One Missed Call
tt0479974,292102,0,292102,Passage to Zarahemla
tt0479997,24827228,66800000,91627228,Season of the Witch
tt0480001,23457,0,23457,The Sensation of Sight
tt0480025,329379,7847165,8176544,This Is England
tt0480152,252379,5952125,6204504,Happily Ever After
tt0480239,4627375,0,4627375,Atlas Shrugged: Part I
tt0480242,47642963,20734896,68377859,Dan in Real Life
tt0480249,256393010,328956000,585349010,I Am Legend
tt0480251,221096,342515,563611,Ira & Abby
tt0480255,23591432,5788291,29379723,The Losers
tt0480268,8449,0,8449,Blind Date
tt0480269,416951,1038442,1455393,Interview
tt0480271,4300645,1785863,6086508,Van Wilder 2: The Rise of Taj
tt0480572,30230,30484,60714,Pyaar Ke Side Effects
tt0480669,39127,514071,553198,Timecrimes
tt0480687,45060734,38100000,83160734,Hall Pass
tt0481141,43107979,49493071,92601050,No Reservations
tt0481269,14130,0,14130,Carmen and Geoffrey
tt0481369,35193167,42373648,77566815,The Number 23
tt0481499,187168425,400036243,587204668,The Croods
tt0481532,1913,0,1913,Greg & Gentillon
tt0481536,38108728,5385552,43494280,Harold & Kumar Escape from Guantanamo Bay
tt0481574,16136,0,16136,Matthew Barney: No Restraint
tt0481589,72073,0,72073,Naked in Ashes
tt0481797,244397,2380362,2624759,Youth Without Youth
tt0482088,2165188,25784462,27949650,Priceless
tt0482463,8070537,4012759,12083296,Bella
tt0482517,8629,0,8629,A Good Day to Be Black & Sexy
tt0482527,848,7384831,7385679,It's a Boy Girl Thing
tt0482546,3005605,32072636,35078241,Miss Potter
tt0482571,53089891,56586420,109676311,The Prestige
tt0482572,15740721,15407607,31148328,Pride and Glory
tt0482599,25928550,21950860,47879410,Shutter
tt0482603,30105968,34778309,64884277,Space Chimps
tt0482606,52597610,29793535,82391145,The Strangers
tt0482629,3438735,0,3438735,The Ultimate Gift
tt0483179,582,66528,67110,The Sugar Curtain
tt0483578,60910,33694664,33755574,Love and Honour
tt0483607,11008770,11202656,22211426,Doomsday
tt0483726,37327390,3910258,41237648,Man of the Year
tt0483756,540382,5200,545582,Nobel Son
tt0483812,25751,0,25751,Stephanie Daley
tt0484111,22441,485643,508084,The Good Night
tt0484113,19789,0,19789,L'iceberg
tt0484562,8794452,22606288,31400740,The Seeker: The Dark Is Rising
tt0484740,4607608,26729976,31337584,Love in the Time of Cholera
tt0485046,20055,0,20055,State of Fear
tt0485149,2438422,0,2438422,A Family Secret
tt0485185,128024,54807,182831,Americanizing Shelley
tt0485272,1852050,10700555,12552605,Salaam-E-Ishq
tt0485522,485000,886723,1371723,Umrao Jaan
tt0485601,676775,62679,739454,The Secret of Kells
tt0485851,25775,2571873,2597648,The Air I Breathe
tt0485947,3622,0,3622,Mr. Nobody
tt0485985,49876377,489000,50365377,Red Tails
tt0486028,1008849,411569,1420418,Thr3e
tt0486051,36804,248256,285060,Wind Chill
tt0486259,942441,187829,1130270,American Teen
tt0486321,13816982,27904432,41721414,Fly Me to the Moon 3D
tt0486358,902544,111052,1013596,Jesus Camp
tt0486551,19185184,1202413,20387597,Beerfest
tt0486572,1344,0,1344,The Dog Problem
tt0486576,131921738,157126025,289047763,Fantastic 4: Rise of the Silver Surfer
tt0486578,37931869,872746,38804615,First Sunday
tt0486583,72006777,25831572,97838349,Fred Claus
tt0486585,22359,3069,25428,Fuck
tt0486615,300293,279399,579692,London Dreams
tt0486655,38634938,96925088,135560026,Stardust
tt0486674,1090947,5619941,6710888,What Just Happened
tt0486751,18435,0,18435,One to Another
tt0486822,80209692,37550442,117760134,Disturbia
tt0486946,168273550,85351877,253625427,Wild Hogs
tt0487092,13710,0,13710,Who the #$&% Is Jackson Pollock?
tt0487156,884,0,884,In Her Line of Fire
tt0487195,488393,850177,1338570,Bonneville
tt0487273,78440,2962653,3041093,The Witnesses
tt0487419,86356,83642,169998,The Secret of the Grain
tt0487485,503,36927,37430,Back to Normandy
tt0487503,209659,9074368,9284027,The Page Turner
tt0488120,39015018,52339197,91354215,Fracture
tt0488414,1244576,15221568,16466144,Omkara
tt0488478,125120,7412333,7537453,12
tt0488508,833532,1024532,1858064,Arctic Tale
tt0488535,29796,35207,65003,Expired
tt0488604,4803,17641824,17646627,The Oxford Murders
tt0488658,16655224,5293990,21949214,Unaccompanied Minors
tt0488906,332491,0,332491,Zinda
tt0488953,162538,15145,177683,Awesome; I Fuckin' Shot That!
tt0488988,56215,131273,187488,Chapter 27
tt0489037,1678874,85430,1764304,Who Killed the Electric Car?
tt0489049,688529,272299,960828,Fanboys
tt0489099,80172128,142059058,222231186,Jumper
tt0489212,12232,0,12232,The Living Wake
tt0489235,173066,0,173066,My Name Is Bruce
tt0489237,25930652,21807447,47738099,The Nanny Diaries
tt0489244,271000,1282837,1553837,Night of the Living Dead 3D
tt0489247,144601,68179,212780,Once in a Lifetime: The Extraordinary Story of the New York Cosmos
tt0489270,80238724,84635551,164874275,Saw III
tt0489281,10915744,291386,11207130,Stop-Loss
tt0489282,6575282,389452,6964734,Strange Wilderness
tt0489327,3347411,3914079,7261490,Venus
tt0489560,111678,219998,331676,Shaadi Se Pehle
tt0489682,425045,596758,1021803,Conversations with God
tt0489707,10403,0,10403,Forgiving Dr. Mengele
tt0490075,3451,0,3451,Aftermath
tt0490079,6998,0,6998,Aristide and the Endless Revolution
tt0490084,42674040,26811450,69485490,Because I Said So
tt0490166,6700,442981,449681,London to Brighton
tt0490181,6820,2124237,2131057,Mutant Chronicles
tt0490196,7061128,342363,7403491,Phat Girlz
tt0490204,19661987,2560321,22222308,Reign Over Me
tt0490210,1009065,16713933,17722998,Sarkar Raj
tt0490215,7100177,16637346,23737523,Silence
tt0490234,623558,64360,687918,A Secret
tt0490579,92853,157329,250182,Dedication
tt0491152,39046489,21137332,60183821,Something Borrowed
tt0491162,3072,0,3072,Spiral
tt0491175,5775178,6976489,12751667,Suburbicon
tt0491203,2455635,5926080,8381715,Tulip Fever
tt0491244,55758,1778095,1833853,Election 2
tt0491691,4410,0,4410,Sacred Stage: The Mariinsky Theater
tt0491747,4571521,4622762,9194283,Away from Her
tt0491877,1476,1871,3347,'Tis Autumn: The Search for Jackie Paris
tt0492044,55389516,21710305,77099821,The Haunting in Connecticut
tt0492389,17630465,18606245,36236710,Furry Vengeance
tt0492447,93477,133628,227105,Black Gold
tt0492463,23465,118151,141616,In Between Days
tt0492464,10433,183825,194258,In the Pit
tt0492466,204462,36426,240888,Iraq in Fragments
tt0492481,89464,21400,110864,Puccini for Beginners
tt0492486,2863,4951758,4954621,Shrooms
tt0492488,21525,0,21525,So Much So Fast
tt0492492,15745,622882,638627,Sleeping Dogs Lie
tt0492499,176647,0,176647,An Unreasonable Man
tt0492506,3121270,56366,3177636,Wordplay
tt0492619,234286,11006,245292,The Foot Fist Way
tt0492714,166750,0,166750,Our Brand Is Crisis
tt0492869,3550,0,3550,Antonia
tt0492896,17282,0,17282,Archie's Final Project
tt0492931,707343,277864,985207,The 11th Hour
tt0492956,90648202,57232341,147880543,The Game Plan
tt0493081,24729,0,24729,Wrestling with Angels: Playwright Tony Kushner
tt0493395,1924,23385,25309,Badland
tt0493402,49333,496103,545436,Boarding Gate
tt0493405,18600152,8200000,26800152,CHIPS
tt0493421,96314,0,96314,Greetings from the Shore
tt0493430,72778712,11839820,84618532,Jackass Number Two
tt0493450,224614,0,224614,Sixty Six
tt0493451,6671,99457,106128,The Skeptic
tt0493459,306845,32764,339609,This Film Is Not Yet Rated
tt0493464,134508551,206923539,341432090,Wanted
tt0493949,26167002,1126741,27293743,Ramona and Beezus
tt0494203,11606,0,11606,Angels in the Dust
tt0494222,221846,1076191,1298037,Eagle vs Shark
tt0494238,17303424,45146937,62450361,Inkheart
tt0494271,152114,6698739,6850853,The Unknown Woman
tt0494640,140200,17555820,17696020,Memories of Tomorrow
tt0494652,42436517,1214268,43650785,"Welcome Home, Roscoe Jenkins"
tt0494834,1103075,6862607,7965682,Silk
tt0495024,3731,0,3731,Bad Blood
tt0495026,5788,0,5788,Choose Connor
tt0495036,9902,0,9902,If I Didn't Care
tt0495060,26859,0,26859,Abduction: The Megumi Yokota Story
tt0495103,1088,0,1088,The Empire in Africa
tt0495596,48658,0,48658,Tales from Earthsea
tt0495919,4816,7297,12113,What the Snow Brings
tt0496319,31216,106125,137341,The Hottest State
tt0496321,64352,0,64352,D' Lucky Ones!
tt0496328,18445,15278,33723,Itty Bitty Titty Committee
tt0496350,336,2408116,2408452,The Marsh
tt0496806,117154724,194157900,311312624,Ocean's Thirteen
tt0497116,24146161,25603190,49749351,An Inconvenient Truth
tt0497316,2099,88173,90272,Adrift in Manhattan
tt0497323,6950,667889,674839,Anamorph
tt0497465,23216709,73192591,96409300,Vicky Cristina Barcelona
tt0497467,3625,58033,61658,Vivere
tt0497972,23624,1205706,1229330,Sex and Death 101
tt0498097,119958,1265127,1385085,Climates
tt0498120,134636,6720658,6855294,Private Fears In Public Places
tt0498329,41711,0,41711,We Live in Public
tt0498351,32188,0,32188,The Hero of Color City
tt0498353,17609452,18010069,35619521,Hostel: Part II
tt0498366,38960,0,38960,The Life of Reilly
tt0498379,2485,0,2485,Rank
tt0498380,13756082,54917146,68673228,Letters from Iwo Jima
tt0498381,27793018,55287872,83080890,Rings
tt0498399,28563179,26363707,54926886,We Own the Night
tt0498480,52654,0,52654,Close to You
tt0499041,1435,0,1435,Kalyug
tt0499238,151114,50520,201634,Milarepa
tt0499375,2096000,22012727,24108727,Guru
tt0499448,141621490,278044078,419665568,The Chronicles of Narnia: Prince Caspian
tt0499455,31856,4077,35933,Day Night Day Night
tt0499537,180530,246002,426532,Offside
tt0499549,760507625,2029172169,2789679794,Avatar
tt0499554,20342161,1679101,22021262,Reno 911!: Miami
tt0499556,22486409,17994943,40481352,War
tt0499570,8965,18804,27769,Slipstream
tt0499596,138913,0,138913,What the Bleep!?: Down the Rabbit Hole
tt0499603,83291,1315931,1399222,10 Items or Less
tt0756703,5898393,552713,6451106,Feel the Noise
tt0756725,3911,0,3911,Where God Left His Shoes
tt0756727,30975,0,30975,Who Is Harry Nilsson
tt0756729,1540141,56812,1596953,Year of the Dog
tt0757361,1959420,938337,2897757,Margot at the Wedding
tt0757933,300454,0,300454,The Wedding Curse
tt0758053,885574,17627546,18513120,Saawariya
tt0758730,41797066,87086690,128883756,Aliens vs. Predator: Requiem
tt0758732,102591,153189,255780,Beaufort
tt0758738,302845,0,302845,Chalk
tt0758746,65002019,26377032,91379051,Friday the 13th
tt0758752,32367005,70453003,102820008,Love & Other Drugs
tt0758758,18354356,37900786,56255142,Into the Wild
tt0758764,87939,0,87939,Little Chenier
tt0758766,50572589,95323833,145896422,Music and Lyrics
tt0758774,39394666,76506231,115900897,Body of Lies
tt0758784,898786,0,898786,Starting Out in the Evening
tt0758786,67505,83944,151449,Stuck
tt0758794,43545364,0,43545364,We Are Marshall
tt0758798,8161,1539,9700,Weirdsville
tt0760160,85802,0,85802,Color of the Cross
tt0760187,20840,0,20840,The Tripper
tt0760310,319021,0,319021,Steve Harvey: Don't Trip... He Ain't Through with Me Yet
tt0760311,2431,81009,83440,He Was a Quiet Man
tt0760329,40946255,62125082,103071337,The Water Horse
tt0762073,318574,12690363,13008937,Thirst
tt0762104,1006,0,1006,How to Rob a Bank
tt0762105,11004,3499639,3510643,I Hate Valentine's Day
tt0762107,120059556,65994614,186054170,I Now Pronounce You Chuck & Larry
tt0762110,44383,10566211,10610594,Irina Palm
tt0762111,148292,0,148292,Jonestown: The Life and Death of Peoples Temple
tt0762114,43799818,25527461,69327279,License to Wed
tt0762115,138814,0,138814,The List
tt0762117,58829,0,58829,Maxed Out
tt0762121,37629831,8802433,46432264,The Nativity Story
tt0762125,42194060,63453042,105647102,Planet 51
tt0762138,663,0,663,Syrup
tt0763304,7438000,19273924,26711924,Doogal
tt0763831,18450127,2353715,20803842,A Thousand Words
tt0763840,51708,447912,499620,Home of the Brave
tt0763852,29976,174191,204167,I Have Never Forgotten You: The Life & Legacy of Simon Wiesenthal
tt0764639,2616,955128,957744,Eight Miles High
tt0765010,28544157,14774192,43318349,Brothers
tt0765120,867275,21101616,21968891,My Blueberry Nights
tt0765128,19422319,63229120,82651439,Oceans
tt0765141,5309,687266,692575,Heartbeat Detector
tt0765429,130164645,136300392,266465037,American Gangster
tt0765430,3126,0,3126,American Zombie
tt0765432,476270,26461085,26937355,The Baader Meinhof Complex
tt0765443,17266000,38840607,56106607,Eastern Promises
tt0765446,57012977,17584666,74597643,Escape from Planet Earth
tt0765447,12492481,7524272,20016753,Evening
tt0765451,635783,208162,843945,Fugitive Pieces
tt0765460,79436,0,79436,Cover
tt0765476,11803254,38846825,50650079,Meet Dave
tt0768183,16659,0,16659,Day Zero
tt0768212,21471047,5826403,27297450,The Last Mimzy
tt0768218,80283,0,80283,The Mysteries of Pittsburgh
tt0768239,16013,281202,297215,Storm
tt0769508,63667,1746785,1810452,Dans Paris
tt0770214,302458,4788831,5091289,Kabul Express
tt0770703,14011084,16415012,30426096,What's Your Number?
tt0770722,3892,11163609,11167501,Genghis Khan: To the Ends of the Earth and Sea
tt0770751,10490,0,10490,Santa Mesa
tt0770752,70231041,41000000,111231041,Fool's Gold
tt0770772,12550605,645640,13196245,I Think I Love My Wife
tt0770796,273870,26577,300447,Planet B-Boy
tt0770802,2672413,1754031,4426444,Samsara
tt0770810,7070641,1462546,8533187,How She Move
tt0770814,16100,0,16100,Tennessee
tt0770828,291045518,377000000,668045518,Man of Steel
tt0772153,87400,0,87400,America: Freedom to Fascism
tt0772157,956919,987231,1944150,Broken English
tt0772165,16815,0,16815,Dark Streets
tt0772168,50899,1015242,1066141,Grace Is Gone
tt0772174,8025,0,8025,The Iron Man
tt0772178,4502604,189504,4692108,Kickin' It Old Skool
tt0772193,10597734,4693543,15291277,Primeval
tt0772200,83397,0,83397,Save Me
tt0773306,470,0,470,Rome & Jewel
tt0775076,329972,0,329972,Cheech
tt0775488,3106835,0,3106835,Illegal Tender
tt0775489,2231474,3370957,5602431,The Illusionist
tt0775529,6623082,4018941,10642023,The Savages
tt0775536,12959,0,12959,Skid Marks
tt0775539,61356221,14154902,75511123,Stomp the Yard
tt0775543,76185,0,76185,Night Catches Us
tt0775552,25200412,32680644,57881056,Aliens in the Attic
tt0775566,254190,0,254190,The War Tapes
tt0778661,31366978,242265,31609243,Daddy's Little Girls
tt0778784,1426784,13260954,14687738,My Best Friend
tt0779982,84283,4863434,4947717,Black Sheep
tt0780046,105651,0,105651,A Jihad for Love
tt0780468,16566,0,16566,American Cannibal
tt0780492,35630,5380,41010,Canvas
tt0780504,35061555,41114477,76176032,Drive
tt0780511,9208876,7234733,16443609,Everybody's Fine
tt0780516,1200234,5619353,6819587,Flawless
tt0780521,104400899,162644866,267045765,The Princess and the Frog
tt0780536,7800824,25593616,33394440,In Bruges
tt0780548,5565,0,5565,Kid Cannabis
tt0780567,16123323,6861871,22985194,Imagine That
tt0780568,2465,1330,3795,My Fï¿½ï¿½
tt0780571,28549298,19572602,48121900,Mr. Brooks
tt0780595,6881022,1386357,8267379,Redline
tt0780606,3768,0,3768,Shock to the System
tt0780607,251150,150312,401462,The Signal
tt0780608,9397,169984,179381,Smiley Face
tt0780622,347578,1992532,2340110,Teeth
tt0780653,61979680,77810085,139789765,The Wolfman
tt0781435,282749,700046,982795,The Duchess of Langeais
tt0782867,122094,83632,205726,The Secrets
tt0783233,50927067,78338994,129266061,Atonement
tt0783238,19875,885416,905291,The Dead Girl
tt0783515,15078,0,15078,The Education of Charlie Banks
tt0783532,7294,0,7294,Gangster's Paradise: Jerusalema
tt0783608,79698,466671,546369,The Walker
